phrase_number,composition_number,start_measure,cadence_role_cantz,cadence_alter,cadence_final_tone,stop_measure,cadence_role_tenz,cadence_kind,cadence_final_tone_before,cadence_final_tone_after,cadence_kind_before,cadence_kind_after,final_cadence
"DC0122.8: A l'un tousjours, à l'autre pour un temps",DC0122: Amour et mort par trop grand avantage,33,S,None,F,34,T,Authentic,C,G,Authentic,Authentic,F
DC0122.7: Vous leur povez commander de cesser,DC0122: Amour et mort par trop grand avantage,26,S,"Displaced, Evaded",C,27,Ct,Authentic,F,F,Authentic,Authentic,F
DC0122.6: Que ce que doibt nature luy laisser.,DC0122: Amour et mort par trop grand avantage,21,Ct,Displaced,F,22,T,Authentic,A,C,Plagal,Authentic,F
"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",DC0122: Amour et mort par trop grand avantage,16,None,None,A,17,None,Plagal,F,F,Authentic,Authentic,F
DC0122.2: Prendront de moy si cruelle vengeance,DC0122: Amour et mort par trop grand avantage,8,S,None,F,9,T,Authentic,C,A,Plagal,Plagal,F
DC0122.1: Amour et mort par trop grand avantage,DC0122: Amour et mort par trop grand avantage,4,,,C,5,,Plagal,None,F,None,Authentic,F
"DC0121.10: Elle me veult, je ne la vouldray point.",DC0121: Mauldict soit-il qui jamays aymera,42,S,None,F,43,T,Authentic,C,None,CAD NDLT,None,F
"DC0121.9: De liberté, que si jour de ma vie",DC0121: Mauldict soit-il qui jamays aymera,33,Ct,Displaced,C,33,B,CAD NDLT,A,F,Phrygian,Authentic,F
DC0121.8: En sa rigueur j'auray gaigné tel poinct,DC0121: Mauldict soit-il qui jamays aymera,28,S,,A,29,T,Phrygian,G,C,Authentic,CAD NDLT,F
DC0121.7: Qu'amour faisoit ma plus grand ennemye.,DC0121: Mauldict soit-il qui jamays aymera,24,S,None,G,25,T,Authentic,C,A,Authentic,Phrygian,F
"DC0121.6: Mes jours subjectz au vouloir d'un' amye,",DC0121: Mauldict soit-il qui jamays aymera,20,Ct,"Displaced, Inverted, Evaded",C,21,S,Authentic,F,G,Authentic,Authentic,F
DC0121.5: Quelle pitié d'avoir usé ainsi,DC0121: Mauldict soit-il qui jamays aymera,15,Ct,Displaced,F,16,B,Authentic,F,C,Authentic,Authentic,F
DC0121.2: Tant je m'en suis mal trouvé jusqu'icy.,DC0121: Mauldict soit-il qui jamays aymera,11,S,None,F,12,T,Authentic,C,F,Authentic,Authentic,F
"DC0121.1: Mauldict soit il qui jamays aymera,",DC0121: Mauldict soit-il qui jamays aymera,4,Ct,Displaced,C,5,B,Authentic,None,F,None,Authentic,F
DC0120.8: Que sans le dire mort le fera sçavoir,DC0120: Si je me plains ce n'est sans apparence,31,S,None,F,32,T,Authentic,C,None,Authentic,None,F
DC0120.6: Ne voulant point le plus faire apparoir.,DC0120: Si je me plains ce n'est sans apparence,23,T,"Displaced, Inverted",C,24,Ct,Authentic,C,F,Authentic,Authentic,F
DC0120.5: Fort le nyer est ce que je desire.,DC0120: Si je me plains ce n'est sans apparence,15,S,,A,16,T,Phrygian,F,C,Authentic,Authentic,F
DC0120.2: Ayant du mal trop plus que ne puis dire.,DC0120: Si je me plains ce n'est sans apparence,9,S,None,F,10,T,Authentic,None,A,None,Phrygian,F
"DC0119.8: Car l'un m'est doulx et si pres de mon coeur,",DC0119: J'ay d'un costé l'honneur tant estimé,31,S,None,F,32,T,Authentic,G,None,Authentic,None,F
DC0119.7: Las je ne sçay duquel me rendre absente.,DC0119: J'ay d'un costé l'honneur tant estimé,26,S,None,G,27,T,Authentic,D,F,Plagal,Authentic,F
"DC0119.6: Tous deux en moy, dont fort je me tourmente.",DC0119: J'ay d'un costé l'honneur tant estimé,21,None,None,D,21,None,Plagal,C,G,Authentic,Authentic,F
"DC0119.5: De l'en oster, et si ne les puis voir",DC0119: J'ay d'un costé l'honneur tant estimé,16,S,"Inverted, Incomplete",C,17,T,Authentic,F,D,Authentic,Plagal,F
"DC0119.2: Devant les yeulx, lequel je vueil avoir.",DC0119: J'ay d'un costé l'honneur tant estimé,12,S,None,F,13,T,Authentic,C,C,Authentic,Authentic,F
DC0119.1: J'ay d'un costé l'honneur tant estimé,DC0119: J'ay d'un costé l'honneur tant estimé,6,S,Incomplete,C,6,T,Authentic,C,F,Authentic,Authentic,F
DC0118.10: Si de neuf fois venez à dixhuict.,DC0118: Vrais amateurs du plaisir de Vénus,41,S,None,A,42,T,Authentic,G+C,None,Authentic+Authentic,None,A
"DC0118.9: Vous les ferez tous vifz crever de rage,",DC0118: Vrais amateurs du plaisir de Vénus,34,S,None,G,35,T,Authentic,E,A,Phrygian,Authentic,A
DC0118.8: Besongnez donc et de jour et de nuict.,DC0118: Vrais amateurs du plaisir de Vénus,29,Ct,Displaced,E,30,B,Phrygian,A+A,G+C,Authentic+Authentic,Authentic+Authentic,A
"DC0118.7: D'en faire autant, à si gentil ouvrage.",DC0118: Vrais amateurs du plaisir de Vénus,24,S,None,A,25,T,Authentic,C,E,CAD NDLT,Phrygian,A
"DC0118.6: Pas ne fauldront, car ilz n'ont le courage",DC0118: Vrais amateurs du plaisir de Vénus,24,S,None,A,25,T,Authentic,C,E,CAD NDLT,Phrygian,A
DC0118.5: Les envieux toutefois à mesdire,DC0118: Vrais amateurs du plaisir de Vénus,15,Ct,"Displaced, Inverted",C,16,T,Authentic,A,C,Authentic,CAD NDLT,A
"DC0118.2: Qui pour neuf fois ne vous faictes que rire,",DC0118: Vrais amateurs du plaisir de Vénus,11,S,None,A,11,T,Authentic,A+A+A,C,Authentic+Authentic+Authentic,Authentic,A
"DC0118.1: Vrais amateurs du plaisir de Venus,",DC0118: Vrais amateurs du plaisir de Vénus,5,S,,A,6,T,Authentic,None,A+A,None,Authentic+Authentic,A
DC0117.10: D'estre jaloux subject au coquage.,DC0117: Qu'est-ce que fait celui qui se marie,45,S,None,A,45,T,Authentic,A,None,Authentic,None,A
"DC0117.9: Et s'il y fault, il tombe en ce martyre,",DC0117: Qu'est-ce que fait celui qui se marie,34,None,None,A,35,None,Plagal,A,A,Authentic,Plagal,A
"DC0117.6: A caqueter tic tac. Puis luy vient dire,",DC0117: Qu'est-ce que fait celui qui se marie,24,S,Incomplete,A,25,T,Authentic,G,A+A,Plagal,Plagal+Plagal,A
DC0117.4: Ou sont des maulx à change et à rechange.,DC0117: Qu'est-ce que fait celui qui se marie,17,None,None,G,17,None,Plagal,A,A,Authentic,Authentic,A
DC0117.3: Que fait il plus? en mesnage se lie,DC0117: Qu'est-ce que fait celui qui se marie,13,S,None,A,14,T,Authentic,A,G,Authentic,Plagal,A
DC0117.1: Qu'est ce que fait celuy qui se marie?,DC0117: Qu'est-ce que fait celui qui se marie,5,S,None,A,6,T,Authentic,None,A,None,Authentic,A
DC0116.10: Et qu'ell' neut point perdu son pucelage.,"DC0116: Maistre Ambrelin, confesseur de nonettes",38,S,None,A,39,T,Authentic,C,None,Authentic,None,A
"DC0116.9: Que pleust a dieu que tu le m'eusse faict,","DC0116: Maistre Ambrelin, confesseur de nonettes",33,S,"Displaced, Evaded",C,33,Ct,Authentic,E,A,Phrygian,Authentic,A
DC0116.8: As tu osé luy faire un tel oultrage?,"DC0116: Maistre Ambrelin, confesseur de nonettes",29,B,"Displaced, Inverted",E,30,Ct,Phrygian,E,C,Plagal,Authentic,A
DC0116.7: Comment dit ell' meschant vilain infect,"DC0116: Maistre Ambrelin, confesseur de nonettes",26,None,None,E,26,None,Plagal,G+D,E,CadInCad+Authentic,Phrygian,A
DC0116.6: Qu'a leur abbesse on compta tout le faict.,"DC0116: Maistre Ambrelin, confesseur de nonettes",21,T,"Displaced, Incomplete",G,22,Ct,CadInCad,E,E,Phrygian,Plagal,A
"DC0116.5: Leurs petis jeuz tant furent descouvertz,","DC0116: Maistre Ambrelin, confesseur de nonettes",18,B,"Displaced, Inverted",E,19,S,Phrygian,E,G+D,Plagal,CadInCad+Authentic,A
"DC0116.2: Fin crocheteur de leurs pechez couvertz,","DC0116: Maistre Ambrelin, confesseur de nonettes",7,None,None,E,8,None,Plagal,A,E,Plagal,Phrygian,A
"DC0116.1: Maistre Ambrelin, confesseur de nonnettes,","DC0116: Maistre Ambrelin, confesseur de nonettes",4,None,None,A,4,None,Plagal,None,E,None,Plagal,A
DC0115.8: Pour faire à deux amans un pareil bien.,DC0115: Quelle prison au monde est plus cruelle,30,S,None,A,31,T,Authentic,E,None,Phrygian,None,A
DC0115.6: Convertissez par honneste moyen,DC0115: Quelle prison au monde est plus cruelle,20,S,,E,21,T,Phrygian,C,A,Authentic,Authentic,A
DC0115.5: O dieu amour monstrez vostre puissance,DC0115: Quelle prison au monde est plus cruelle,17,S,,C,17,T,Authentic,A+C,C,Authentic+Authentic,Authentic,A
DC0115.2: Pour deux amans qu'une bien longue absence?,DC0115: Quelle prison au monde est plus cruelle,9,S,None,A,10,T,Authentic,E+E,C+C+C,Phrygian+Phrygian,Authentic+Authentic+Authentic,A
DC0115.1: Quelle prison au monde est plus cruelle,DC0115: Quelle prison au monde est plus cruelle,5,B,"Inverted, Displaced",E,6,Ct,Phrygian,None,A,None,Authentic,A
DC0114.10: De cruauté et de toute rigueur.,DC0114: Trop justement je forme une complainte,48,S,,A,48,T,Authentic,A,None,Authentic,None,A
DC0114.9: Elle me paist ceste seconde Heleine,DC0114: Trop justement je forme une complainte,39,S,"Displaced, Evaded",None,40,Ct,Authentic,C,A,Authentic,Authentic,A
"DC0114.8: Mais au rebours d'amoureuse faveur,",DC0114: Trop justement je forme une complainte,35,T,"Displaced, Incomplete, Inverted",C,36,Ct,Authentic,C,None,Authentic,Authentic,A
DC0114.7: Onques amant ne receut telle estreine.,DC0114: Trop justement je forme une complainte,29,S,,A,30,T,Authentic,E+A,C,Phrygian+Authentic,Authentic,A
"DC0114.6: Selon l'effect que merite la peine,",DC0114: Trop justement je forme une complainte,23,Ct,,E,24,B,Phrygian,C+E,A+A,Authentic+Phrygian,Authentic+Authentic,A
DC0114.5: O si j'avoye jouyssance opportune,DC0114: Trop justement je forme une complainte,17,T,Displaced,C,17,B,Authentic,A,E+E,Authentic,Phrygian+Phrygian,A
DC0114.2: Contre l'effort de l'ingrate fortune.,DC0114: Trop justement je forme une complainte,12,S,None,A,12,T,Authentic,C,C,Authentic,Authentic,A
DC0114.1: Trop justement je forme une complainte,DC0114: Trop justement je forme une complainte,8,S,None,C,8,T,Authentic,E+C,A,Phrygian+Authentic,Authentic,A
DC0113.8: N'en avoir eu jamais la cognoissance.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",43,S,,D,44,T,Authentic,D+D,None,Authentic+Authentic,None,D
"DC0113.7: J'aymasse mieulx veu mon grief et dommage,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",38,T,"Displaced, Incomplete, Inverted",D,39,Ct,Authentic,A,D+D,Authentic,Authentic+Authentic,D
DC0113.6: En me donnant le mal sans allegeance.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",31,Ct,"Displaced, Inverted, Evaded",A,32,S,Authentic,F,D+D,Authentic,Authentic+Authentic,D
"DC0113.5: Mal cognoissois ce cuyde mon courage,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",25,S,None,F,26,T,Authentic,A+A,A,Authentic+Phrygian,Authentic,D
DC0113.4: Dont lon reçoit tout bien et avantage.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",20,Ct,,A,21,B,Authentic,A,F,Authentic,Authentic,D
DC0113.3: Veu que tu es la fenestre et l'aport,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",16,S,Displaced,A,16,Ct,Authentic,D+A,A+A,Authentic+Authentic,Authentic+Phrygian,D
DC0113.2: De m'avoir faict et causé tel oultrage?,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",11,S,None,D,12,T,Authentic,F,A+A,CadInCad,Authentic+Authentic,D
"DC0113.1: Helas mon coeur n'as tu pas trop grand tort,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",5,T,"Displaced, Incomplete, Inverted",F,6,Ct,CadInCad,None,D,None,Authentic,D
"DC0112.5: Tout est à vous, si vous estes contente.",DC0112: Comme l'aymant par sa vertu latente,42,S,None,D,43,T,Authentic,D+D,None,Authentic+Authentic,None,D
"DC0112.4: Prenez le corps, car sans coeur ne peult vivre.",DC0112: Comme l'aymant par sa vertu latente,27,T,Displaced,F,28,B,Authentic,A,D+D,Phrygian,Authentic+Authentic,D
DC0112.3: Mon coeur navré qui partout le veult suyvre.,DC0112: Comme l'aymant par sa vertu latente,21,T,"Displaced, Incomplete, Evaded",D,22,Ct,Authentic,E,A,Phrygian,Phrygian,D
"DC0112.2: Attrait le fer, vostre oeil attire et tente",DC0112: Comme l'aymant par sa vertu latente,14,S,,D,15,T,Authentic,D+D,E,Authentic+Authentic,Phrygian,D
"DC0112.1: Comme l'aymant par sa vertu latente,",DC0112: Comme l'aymant par sa vertu latente,7,S,,D,8,T,Authentic,None,D+D,None,Authentic+Authentic,D
DC0111.5: Maudict soit ce (moais) mauvais garson qui bat les gens.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs ,17,S,None,G,18,T,Authentic,D,None,Authentic,None,G
"DC0111.4: Il fut plus fort, il m'abatit maugré mes dentz.",DC0111: L'autre jour jouer m'aloye/ Parmi ces champs ,14,Ct,"Displaced, Evaded",D,15,S,Authentic,C,G+G+G,Plagal,Authentic+Authentic+CadInCad,G
"DC0111.3: Il hurte à moy, et moy à luy.",DC0111: L'autre jour jouer m'aloye/ Parmi ces champs ,9,None,None,C,10,None,Plagal,G,D,Plagal,Authentic,G
DC0111.2: En mon chemin rencontray un verd gallant.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs ,7,None,None,G,8,None,Plagal,C+C,C,CAD NDLT+CAD NDLT,Plagal,G
DC0111.1: L'autre jour jouer m'alloye parmy ces champs.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs ,3,Ct,Displaced,C,4,B,CAD NDLT,None,C+G,None,CAD NDLT+Plagal,G
DC0110.4: Mon coeur l'a pour soy retenue.,DC0110: Si la promesse m'est tenue,17,S,None,G,18,T,Authentic,B-flat+B-flat+B-flat,None,Authentic+CadInCad+Authentic,None,G
DC0110.3: J'auray ma part en sa beaulté.,DC0110: Si la promesse m'est tenue,12,S,,B-flat,14,T,Authentic,D+D+D,G,Authentic+Authentic+Authentic,Authentic,G
"DC0110.2: Et en femme gist loyauté,",DC0110: Si la promesse m'est tenue,6,S,None,D,7,T,Authentic,G+G,B-flat+B-flat+B-flat+B-flat,Authentic+Authentic,Authentic+CadInCad+CadInCad+Authentic,G
"DC0110.1: Si la promesse m'est tenue,",DC0110: Si la promesse m'est tenue,3,S,None,G,4,T,Authentic,None,D+D+D,None,Authentic+Authentic+Authentic,G
DC0109.8: Du premier coup il rend l'homme amoureux,DC0109: Mars et Amour font ensemble alliance,45,S,None,G,46,T,Authentic,D+G,None,Authentic+Authentic,None,G
"DC0109.7: Quand l'arc d'Amour le fier Mars vient destendre,",DC0109: Mars et Amour font ensemble alliance,37,Ct,"Displaced, Inverted",D,38,S,Authentic,B-flat+B-flat,D,Authentic+Authentic,Authentic,G
DC0109.6: Que l'un ne peult rien sans l'autre entreprendre.,DC0109: Mars et Amour font ensemble alliance,31,S,None,B-flat,32,T,Authentic,D+D,D+D,Phrygian+Phrygian,Authentic+Authentic,G
"DC0109.5: Ilz sont tous deux de volunté si fermes,",DC0109: Mars et Amour font ensemble alliance,25,Ct,Displaced,D,26,B,Phrygian,G,B-flat+B-flat,Authentic,Authentic+Authentic,G
DC0109.2: Et ont changé de puissances et armes.,DC0109: Mars et Amour font ensemble alliance,10,S,None,G,11,T,Authentic,B-flat,D+D,Authentic,Phrygian+Phrygian,G
"DC0109.1: Mars et Amour font ensemble alliance,",DC0109: Mars et Amour font ensemble alliance,5,S,Incomplete,B-flat,6,T,Authentic,None,G,None,Authentic,G
DC0108.6: Le seul content de moy et de m’amye.,DC0108: Vive sera pour jamais n'estre morte,19,S,None,D,20,T,CadInCad,A+D+D,None,Phrygian+Authentic+Authentic,None,D
DC0108.5: Ce qu’advenant je pourray devenir,DC0108: Vive sera pour jamais n'estre morte,15,S,,A,15,T,Phrygian,G+A,D+D+D,Authentic+Phrygian,Authentic+Authentic+CadInCad,D
DC0108.2: Dans le secret d’un plus hault souvenir,DC0108: Vive sera pour jamais n'estre morte,7,T,"Displaced, Inverted, Incomplete",B-flat,8,Ct,Authentic,D+D,G,Plagal+Phrygian,Authentic,D
"DC0108.1: Vive sera pour jamais n'estre morte,",DC0108: Vive sera pour jamais n'estre morte,5,Ct,Displaced,D,6,B,Plagal,None,B-flat,None,Authentic,D
"DC0107.8: Vive sera, pour n'estre jamais morte.",DC0107: La volunté si longtemps endormie,32,S,None,G,33,T,Authentic,B-flat,None,Authentic,None,G
DC0107.7: La descouvrant la mienne ensevelie,DC0107: La volunté si longtemps endormie,28,T,"Displaced, Inverted, Evaded",B-flat,29,Ct,Authentic,G,G,Authentic,Authentic,G
DC0107.6: Ou feu couvert rend sa chaleur plus forte.,DC0107: La volunté si longtemps endormie,21,S,None,G,22,T,Authentic,G+G,B-flat,Authentic+Authentic,Authentic,G
"DC0107.5: Et tout ainsi que la flamme amortie, ",DC0107: La volunté si longtemps endormie,16,S,None,G,17,T,Authentic,G+G,G,Authentic+Authentic,Authentic,G
DC0107.2: S'esveillera si j'ay ce que je pense,DC0107: La volunté si longtemps endormie,11,S,None,G,12,T,Authentic,D+D,G+G,Phrygian+Phrygian,Authentic+Authentic,G
DC0107.1: La volunté si long temps endormie,DC0107: La volunté si longtemps endormie,6,T,"Displaced, Inverted, Evaded",B-flat,7,Ct,Authentic,None,D+D,None,Phrygian+Phrygian,G
DC0106.8: Et qu’elle attaint les hommes de vertu.,DC0106: L'enfant Amour n'a plus son arc estrangé,35,S,None,G,36,T,Authentic,D,None,Authentic,None,G
"DC0106.7: Je voy qu’Amour chasse souvent aux bestes,",DC0106: L'enfant Amour n'a plus son arc estrangé,30,S,None,D,31,T,Authentic,A+A,G,Phrygian+Phrygian,Authentic,G
DC0106.6: Et si on dict a quoy le cognois tu?,DC0106: L'enfant Amour n'a plus son arc estrangé,24,S,,A,25,T,Phrygian,G,D,Authentic,Authentic,G
"DC0106.5: Ilz ont changé, n’en faictes plus d’enquestes.",DC0106: L'enfant Amour n'a plus son arc estrangé,17,Ct,Displaced,D,18,B,Phrygian,G+G,G+G,Authentic+Authentic,Authentic+Authentic,G
DC0106.2: Dont il blessoit d’hommes et coeurs et testes.,DC0106: L'enfant Amour n'a plus son arc estrangé,7,T,Displaced,B-flat,8,B,Authentic,B-flat+B-flat,G+G,Authentic+Authentic,Authentic+Authentic,G
"DC0106.1: L'enfant Amour n'a plus son arc estrange,",DC0106: L'enfant Amour n'a plus son arc estrangé,5,S,None,B-flat,6,T,Authentic,D,B-flat,Phrygian,Authentic,G
DC0105.10: Mieulx que vous tous luy seul me servira.,"DC0105: Cest oeil mignon, ce visage poly",54,S,None,G,55,T,Authentic,G,None,Authentic,None,G
"DC0105.9: Retirez vous, j'ay un amy fidele,","DC0105: Cest oeil mignon, ce visage poly",46,S,,G,46,T,Authentic,D+D+G,G,Authentic+Authentic+Authentic,Authentic,G
DC0105.8: Et les chassant m'a dict qu'elle dira:,"DC0105: Cest oeil mignon, ce visage poly",41,S,None,D,42,T,Authentic,G,G+G+G,Authentic,Authentic+Authentic+Authentic,G
DC0105.7: Mais je sçay bien qu'elle leur est cruelle.,"DC0105: Cest oeil mignon, ce visage poly",37,T,"Inverted, Incomplete",G,38,Ct,Authentic,B-flat,G+G,Authentic,Authentic+Authentic,G
DC0105.6: Un serviteur pour servir à la belle.,"DC0105: Cest oeil mignon, ce visage poly",33,S,Displaced,B-flat,34,Ct,Authentic,D+D,G+G+G,Authentic+Authentic,Authentic+Authentic+Authentic,G
DC0105.5: Que c'est qu'ilz font? chascun d'entr'eulx pourchasse,"DC0105: Cest oeil mignon, ce visage poly",27,S,Displaced,D,28,Ct,Authentic,F+F,B-flat,Authentic+CAD NDLT,Authentic,G
DC0105.4: Las que font ilz en ceste terre basse?,"DC0105: Cest oeil mignon, ce visage poly",20,S,None,B-flat,21,T,Authentic,G,D,Authentic,Phrygian,G
"DC0105.3: Cest entretien, et devis tant joly,","DC0105: Cest oeil mignon, ce visage poly",13,S,None,G,14,T,Authentic,B-flat,B-flat+B-flat,Authentic,Authentic+Authentic,G
"DC0105.2: Ce corps bien faict, ceste tant bonne grace.","DC0105: Cest oeil mignon, ce visage poly",8,None,None,B-flat,9,None,Plagal,B-flat+B-flat,B-flat,Authentic+Authentic,Authentic,G
"DC0105.1: Cest oeil mignon, ce visage poly,","DC0105: Cest oeil mignon, ce visage poly",4,S,None,B-flat,5,T,Authentic,D,B-flat,Phrygian,Plagal,G
DC0104.8: Pour à jamais mener heureuse vie.,"DC0104: Cherchant amour, Hymen vint apparoistre",30,S,,G,31,T,Authentic,D,None,Phrygian,None,G
DC0104.6: Une sans plus de loyauté munie,"DC0104: Cherchant amour, Hymen vint apparoistre",20,Ct,Displaced,D,21,B,Phrygian,D+D,G,Authentic+Phrygian,Authentic,G
DC0104.5: En Cupido ne te tiens arresté.,"DC0104: Cherchant amour, Hymen vint apparoistre",14,Ct,"Displaced, Inverted, Evaded",D,15,S,Authentic,G,D+D,Authentic,Phrygian+Phrygian,G
DC0104.2: Devant mes yeulx avecques chasteté.,"DC0104: Cherchant amour, Hymen vint apparoistre",9,S,None,G,10,T,Authentic,B-flat+B-flat,D,Authentic+Authentic,Authentic,G
"DC0104.1: Cherchant Amour, Hymen vint apparoistre","DC0104: Cherchant amour, Hymen vint apparoistre",3,S,None,B-flat,4,T,Authentic,None,G,None,Authentic,G
DC0103.8: Sans secourir ma loyauté?,DC0103: O combien je suis fortuné,27,S,,G,27,T,Authentic,G,None,Authentic,None,G
"DC0103.7: Qu'elle vit en peine telle,",DC0103: O combien je suis fortuné,16,T,Displaced,B-flat,18,B,Authentic,B-flat,G+G,Authentic,Authentic+Authentic,G
"DC0103.6: N'est ce pas grande cruauté,",DC0103: O combien je suis fortuné,13,S,,B-flat,14,T,Authentic,B-flat,B-flat,Authentic,Authentic,G
DC0103.5: Ell'est doulce et luy rebelle.,DC0103: O combien je suis fortuné,11,T,Displaced,B-flat,12,B,Authentic,G+G,B-flat,Authentic+Authentic,Authentic,G
DC0103.2: De servir maistresse si belle.,DC0103: O combien je suis fortuné,7,S,,G,8,T,Authentic,D+D,B-flat,Authentic+Phrygian,Authentic,G
"DC0103.1: O combien je suis fortuné,",DC0103: O combien je suis fortuné,3,T,Displaced,D,4,B,Authentic,None,G+G,None,Authentic+Authentic,G
